,target,feature,weight,value
333,Return to Owner, Stray,-0.0014571636841675297,1.0
334,Return to Owner, Semi-Longhair,-0.0016887749091335225,1.0
335,Return to Owner, Multicolored,-0.004198186996507577,0.0
336,Return to Owner, Puppy,-0.01010744188753439,0.0
337,Return to Owner, Public Assist,-0.011349545847964927,0.0
338,Return to Owner, Tabby,-0.018892966196782955,1.0
339,Return to Owner, Adult Dog,-0.026024855595331728,0.0
340,Return to Owner,Age_upon_Outcome,-0.04988169457922006,-0.6820268019871176
341,Return to Owner,Days_to_Outcome,-0.06566646159860103,0.5892739563169921
342,Return to Owner,Age_upon_Intake,-0.07088279786712663,-0.6988071980700409
343,Return to Owner, Kitten,-0.07174762956388975,1.0
344,Transfer,<BIAS>,0.24989525338392504,1.0
345,Transfer, Tabby,0.013423541714606305,1.0
346,Transfer, Adult Dog,0.010547473973023847,0.0
347,Transfer, Kitten,0.008418250149109782,1.0
348,Transfer, 2015,0.00670846357629857,1.0
349,Transfer, 2017,0.0037826575922953833,0.0
350,Transfer, Normal,0.003612543277141744,1.0
351,Transfer, Injured,0.0027983096429579487,0.0
352,Transfer, 2018,0.002699381505657878,0.0
353,Transfer, Public Assist,0.0026352235828036633,0.0
354,Transfer, December,0.0018885772754385622,0.0
355,Transfer, June,0.001678839555310159,0.0
356,Transfer, Semi-Longhair,0.0013870110660178633,1.0
357,Transfer, May,0.0012485231684811983,0.0
358,Transfer, Sick,0.0010387157928976726,0.0
359,Transfer, March,0.001020889410631469,0.0
360,Transfer, Siamese,0.0009016303638503221,0.0
361,Transfer, Sporting,0.0008927705720254247,0.0
362,Transfer, Tick,0.00061911884076454,0.0
363,Transfer, Toy,0.0006020988222622401,0.0
364,Transfer, February,0.0004920814358214472,0.0
365,Transfer, Cream,0.0004358575938962078,0.0
366,Transfer, Point,0.00040680782909802556,0.0
367,Transfer, Euthanasia Request,0.0002512622253988514,0.0
368,Transfer, 2016,0.00018302175258820896,0.0
369,Transfer, Other Group,0.00011857465681275962,0.0
370,Transfer, Wildlife,0.00011679346185630834,0.0
371,Transfer, Smoke,9.806590375738309e-05,0.0
372,Transfer, Blue,7.794632685906118e-05,0.0
373,Transfer, 2007,7.286298227046156e-05,0.0
374,Transfer, 2002,5.3026775142898385e-05,0.0
375,Transfer, 2009,5.127744462063738e-05,0.0
376,Transfer, Brindle,4.925293594775379e-05,0.0
377,Transfer, Chick,4.8616821518663647e-05,0.0
378,Transfer, Oriental,4.779789800963072e-05,0.0
379,Transfer, Aged,4.398487182491429e-05,0.0
380,Transfer, Foreign Shorthairs,4.3588454802704256e-05,0.0
381,Transfer, 2011,4.325719858114474e-05,0.0
382,Transfer, Gamebird,4.2615441648383376e-05,0.0
383,Transfer, 2003,4.232489253486768e-05,0.0
384,Transfer, Merle,3.6668431407278284e-05,0.0
385,Transfer, Terrier,3.534415534687119e-05,0.0
386,Transfer, Inside Jurisdiction,3.506330788599471e-05,1.0
387,Transfer, 2008,3.248295448482677e-05,0.0
388,Transfer, 2004,3.0476390189506625e-05,0.0
389,Transfer, Tan,2.6351947292481852e-05,0.0
390,Transfer, 2010,2.3477933664861505e-05,0.0
391,Transfer, Chocolate,1.686314750494275e-05,0.0
392,Transfer, 1998,1.6132441751700118e-05,0.0
393,Transfer, Waterfowl,1.5846768637177934e-05,0.0
394,Transfer, Adult Bird,6.437791738527265e-06,0.0
395,Transfer, Tiger,3.16811817659135e-06,0.0
396,Transfer, Orange,2.2300585688690284e-06,0.0
397,Transfer, 1994,2.0001274602006738e-06,0.0
398,Transfer, Other,1.8932745165607668e-06,0.0
399,Transfer, 1997,1.680998201594397e-06,0.0
400,Transfer, Agouti,1.650106225883824e-06,0.0
401,Transfer, 2006,1.4453567229050501e-06,0.0
402,Transfer, 1999,1.3585113707685892e-06,0.0
403,Transfer, Liver,1.2649563707916589e-06,0.0
404,Transfer, Green,9.122087753327124e-07,0.0
405,Transfer, Perching Birds,5.173989334104623e-07,0.0
406,Transfer, Burmese,4.983526693057156e-07,0.0
407,Transfer, Parrots and Cockatoos,5.542874131406195e-08,0.0
408,Transfer, Outside Jurisdiction,5.7967959402327465e-09,0.0
409,Transfer, 2005,-2.724414695365329e-07,0.0
410,Transfer, Apricot,-3.4860241049031184e-07,0.0
411,Transfer, Pink,-4.964577642356805e-07,0.0
412,Transfer, Buff,-1.0410420693656719e-06,0.0
413,Transfer, Fawn,-1.8228447687817228e-06,0.0
414,Transfer, Gold,-2.2101872697650185e-06,0.0
415,Transfer, 2001,-2.2120583350930255e-06,0.0
416,Transfer, Brown,-3.974646053455877e-06,0.0
417,Transfer, Tortie,-7.0691459103074676e-06,0.0
418,Transfer, Sable,-1.2767763419092936e-05,0.0
419,Transfer, Miscellaneous,-1.2997301289708496e-05,0.0
420,Transfer, Persian,-1.4111726792149947e-05,0.0
421,Transfer, Feral,-2.2111813677421182e-05,0.0
422,Transfer, 2000,-2.4649568476079243e-05,0.0
423,Transfer, White,-2.6331359825842942e-05,0.0
424,Transfer, Non-Sporting,-5.002764336235797e-05,0.0
425,Transfer, Puppy,-6.78797617307601e-05,0.0
426,Transfer, Gray,-9.092940589768272e-05,0.0
427,Transfer, 2012,-0.0001118703420813385,0.0
428,Transfer, Yellow,-0.00014185468256818463,0.0
429,Transfer, Foundation Stock Service,-0.00016569566108013602,0.0
430,Transfer, Nursing,-0.00019062680209431618,0.0
431,Transfer, Hound,-0.0002657566738588549,0.0
432,Transfer, Working,-0.0002665837074167485,0.0
433,Transfer, Red,-0.0003081732652338843,0.0
434,Transfer, April,-0.0003379090382103746,0.0
435,Transfer, Black,-0.00041894940458711815,0.0
436,Transfer, Calico,-0.0004990138686029027,0.0
437,Transfer, Herding,-0.0007463253703609806,0.0
438,Transfer, Multicolored,-0.0008220912149508135,0.0
439,Transfer, January,-0.0009552496843392657,0.0
440,Transfer, August,-0.001340612378970527,0.0
441,Transfer, 2013,-0.0023558533527284374,0.0
442,Transfer, July,-0.0029396425756059883,0.0
443,Transfer, September,-0.003850469304897731,0.0
444,Transfer, Adult Cat,-0.003868056827328097,0.0
445,Transfer, Unknown,-0.004510816516552017,0.0
446,Transfer, 2014,-0.004587210950351373,0.0
447,Transfer, Stray,-0.005469879573279125,1.0
448,Transfer, Owner Surrender,-0.005873773930662862,0.0
449,Transfer, October,-0.007868051425136118,0.0
450,Transfer, November,-0.013304479992372043,1.0
451,Transfer,Age_upon_Intake,-0.01732481310047986,-0.6988071980700409
452,Transfer, Named,-0.01832337397583612,1.0
453,Transfer, Multigroup,-0.023468133366919327,0.0
454,Transfer,Age_upon_Outcome,-0.024103630061882222,-0.6820268019871176
455,Transfer, Unnamed,-0.025201417541131737,0.0
456,Transfer, Intact,-0.037636842107235544,0.0
457,Transfer,Days_to_Outcome,-0.03987439786647689,0.5892739563169921
458,Transfer, Neutered,-0.0553393077981704,1.0
